Label,cg20855160,cg07614747,cg21009747,cg25792518,cg03497652
Cancer,0.46015421392049105,0.257980566612383,0.9790431017916691,0.8846854069596921,0.9669009659881079
Cancer,0.0514355946788167,0.672273405875449,0.9788011600398129,0.807994935499285,0.9511874995804781
Cancer,0.0504468016217955,0.6466635796383671,0.9745768938431201,0.971114063734925,0.978586192732858
Cancer,0.39208774603860497,0.288376712962466,0.966720541622148,0.8046946139952171,0.914364150983842
Cancer,0.294826535848738,0.27309799510846,0.9683206219934809,0.5392192060595971,0.903073293760357
Cancer,0.7590744511788722,0.694560804653316,0.48140019059465206,0.34834027048923605,0.44179457577582104
Cancer,0.545361562804104,0.8306772139839709,0.40024720573767797,0.7055164341112199,0.699835375038322
Cancer,0.0526228329895478,0.103742969613635,0.97817778996403,0.979323381752771,0.97190724291618
Cancer,0.0270659737634331,0.0907856620743671,0.979089942849348,0.969252891180274,0.96156812949249
Cancer,0.0599359237155335,0.0774974336696069,0.9751225580901,0.93362203210332,0.954861317144947
Cancer,0.290082502323659,0.0711007759840442,0.961741885288742,0.9508806231447829,0.899950597742778
Cancer,0.21229643936248702,0.202175525340859,0.980938215569987,0.8544258472400741,0.964794039248243
Cancer,0.220807529044268,0.37681863830944107,0.972385436245739,0.870049014827154,0.958553758752729
Cancer,0.0917520738053196,0.077317758316465,0.938186158776772,0.8796622642868249,0.959513162729385
Cancer,0.0701328292825941,0.0686690023193837,0.9757903586172231,0.9252906534075709,0.97235580945609
Cancer,0.536208181126395,0.141363295990302,0.9776929565042279,0.773270291865595,0.9552907186041569
Cancer,0.241195691859374,0.455915411627573,0.7690397955972071,0.732039415055631,0.967757985571273
Cancer,0.0395734729791579,0.14265178736630402,0.975886579847605,0.96726839295204,0.9672791648452971
Cancer,0.111545559954678,0.138470478752624,0.9703162259354431,0.8844579466518059,0.962506283449913
Cancer,0.0331745776714107,0.0525422638611407,0.9793079033001859,0.973726074925424,0.969514679896641
Cancer,0.397078213759891,0.210918601478211,0.9638001979239079,0.84706327834726,0.9502968898300341
Cancer,0.0758675330983499,0.0581167871943251,0.9795789272784059,0.9514490901689949,0.972508369883973
Cancer,0.42172113282669105,0.573063097138834,0.7655259007496921,0.201581068082508,0.8127767827757509
Cancer,0.0486397150896717,0.20737959719269802,0.9388666569332349,0.9509956895358771,0.9514388576877091
Cancer,0.118925599235389,0.29179978879332,0.978892771340765,0.8865485592335629,0.968206369762024
Cancer,0.133119261798968,0.165869597519096,0.9759780326315279,0.9749859281905601,0.96965163383714
Cancer,0.10632610225208802,0.0872396534889659,0.9713686449489141,0.8093668817247951,0.22823486675843
Cancer,0.0674591288251595,0.22896090373370004,0.976784407402912,0.9342535772966001,0.9172909715738891
Cancer,0.17210039901537302,0.601393164048269,0.9822148654532249,0.951893038305708,0.975754951634613
Cancer,0.19481579331788898,0.23887976303511801,0.7585809653540891,0.528065938970963,0.6116631279642171
Cancer,0.0841001752593256,0.128139182906995,0.973115946712279,0.9587161579807479,0.963077657412346
Cancer,0.0337749225713531,0.0535608812016235,0.981497815921962,0.95706939217093,0.972999918081295
Cancer,0.100546608581707,0.0614778819591786,0.978952236792333,0.9105958863276591,0.9571331504983092
Cancer,0.151672200836201,0.0887530589395251,0.9794954510931891,0.8603620231009741,0.9571780166249191
Cancer,0.0539930717693888,0.0573856098862066,0.960162164498248,0.9606976389128872,0.929257803314595
Cancer,0.0865792259583139,0.10223056322473699,0.5303520665871501,0.8600369846112071,0.9395494567772908
Cancer,0.0979284455670314,0.17322250771696898,0.9755565374249721,0.9730071980312001,0.969211827306098
Cancer,0.10143072932740402,0.220448538557371,0.976194562561932,0.950127135895266,0.9716800194941742
Cancer,0.0358130131737814,0.0691707675682878,0.98100712090064,0.97642740555812,0.970834940361568
Cancer,0.285737662404021,0.34117296626827004,0.887901115679873,0.6263603661802989,0.7253552342719499
Cancer,0.0310261361544887,0.0848572045118453,0.977630011861874,0.9540086884661558,0.967827257188359
Cancer,0.454779475455469,0.184997087178755,0.85259541377031,0.913884866324054,0.965213072826196
Cancer,0.114467646066187,0.185124604431318,0.8193973826689921,0.894789569015627,0.8804809945301411
Cancer,0.23582707471831002,0.170830427061401,0.977814228110749,0.897531661655502,0.956628058264769
