Label,ENSG00000263761.2,ENSG00000160339.14,ENSG00000104938.15,ENSG00000182566.11,ENSG00000165682.13
Cancer,-0.491049547234434,-0.445645171350499,-0.430871069937581,-0.542179277689146,-0.480802133268568
Cancer,-0.205354036356729,-0.104846547750973,-0.405567167086863,-0.222171027911855,-0.34005662305313
Cancer,-0.480011799835691,-0.678544221191203,-0.445114422748807,-0.538617641319929,-0.44974457522776
Cancer,-0.491049547234434,-0.349759109534013,-0.451311362308343,-0.550299268436915,-0.460063236046708
Cancer,-0.491049547234434,-0.730658951697015,-0.451311362308343,-0.584401933644291,-0.480802133268568
Cancer,-0.491049547234434,-0.664385852473287,-0.451311362308343,-0.568178544938993,-0.480802133268568
Cancer,-0.491049547234434,-0.707412847410005,-0.451311362308343,-0.430616441359052,-0.471977317459284
Cancer,-0.491049547234434,-0.68322015220953,-0.444408662413005,-0.558601658762064,-0.480802133268568
Cancer,1.57506575501238,1.36475774575372,0.851199460313954,1.52303987664899,1.01646250328679
Cancer,-0.491049547234434,-0.723332114340208,-0.439007534803647,-0.524188817380935,-0.480802133268568
Cancer,1.21017073296468,1.80737618597913,1.90048879254672,1.61700109320419,1.96200200409611
Cancer,-0.0738268393837644,-0.538518626732648,-0.17929741060875,-0.0819431775203901,-0.338886350739119
Cancer,-0.404701847896715,0.449730881779748,-0.451311362308343,-0.575448609369185,-0.471828816995196
Cancer,-0.491049547234434,-0.657506112797801,-0.4372462213527,-0.540938996897533,-0.463071367835676
Cancer,-0.478015413406616,-0.692489371421539,-0.451311362308343,-0.504818309274273,-0.471571648387663
Cancer,0.261520059453551,0.503465246362922,-0.267158369824707,0.0506174715124424,0.131981073891037
Cancer,-0.491049547234434,-0.551744233436423,-0.435588933426143,-0.56469048608854,-0.480802133268568
Cancer,-0.491049547234434,0.254941744095127,-0.441846853081849,-0.515341408398273,-0.457013688776497
Cancer,-0.491049547234434,1.09028439654788,-0.441768939632939,-0.548904505134711,-0.480802133268568
Cancer,-0.475472023397639,-0.455722637387522,-0.433852430340906,-0.520359819081394,-0.480802133268568
Cancer,-0.491049547234434,-0.0589687610305699,-0.451311362308343,-0.574264889402696,-0.480802133268568
Cancer,-0.491049547234434,0.0665822181677657,-0.444379490763277,-0.525103540361128,-0.45470506066613
Cancer,1.64853743501491,1.84217983419731,2.39308024628119,2.36539043488645,1.04352821686948
Cancer,0.891478369725605,0.455741769892149,0.201339214859345,0.777932758437535,0.326871943085124
Cancer,-0.491049547234434,-0.456478543756927,-0.451311362308343,-0.565291883898291,-0.480802133268568
Cancer,-0.491049547234434,0.267227977358787,-0.440363360098236,-0.312619296431247,-0.296453847128405
Cancer,-0.491049547234434,-0.684733066852669,-0.451311362308343,-0.553053005482813,-0.459655540529521
Cancer,-0.19064728798663,0.3303560763431,0.397977495414824,0.825615835207043,0.0707266905633175
Cancer,-0.491049547234434,-0.624241824926646,-0.438744300161177,-0.444923181118762,-0.472863431443889
Cancer,-0.491049547234434,-0.746518495412608,-0.434809131393568,-0.543515178976339,-0.439433766885378
Cancer,-0.491049547234434,-0.44741262589354,-0.433256870306611,-0.573021822960166,-0.446772412847577
Cancer,-0.491049547234434,-0.630417998688334,-0.451311362308343,-0.576906776508546,-0.450950943603404
Cancer,-0.419026772682239,-0.462102112497832,-0.451311362308343,-0.525455077395223,-0.437773981314478
Cancer,-0.491049547234434,-0.729707898071018,-0.442417268978698,-0.50897922393624,-0.480802133268568
Cancer,-0.439943906957581,-0.0172286250639826,-0.37303221083264,-0.557224154384015,-0.462498896963454
Cancer,-0.491049547234434,-0.734173861219534,-0.438302275125449,-0.528542486974776,-0.472583705964157
